image_path,label
dataset-resized\paper&cardboard\paper329.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper33.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper330.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper331.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper332.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper333.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper334.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper335.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper336.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper337.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper338.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper339.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper34.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper340.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper341.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper342.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper343.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper344.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper345.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper346.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper347.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper348.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper349.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper35.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper350.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper351.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper352.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper353.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper354.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper355.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper356.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper357.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper358.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper359.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper36.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper360.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper361.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper362.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper363.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper364.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper365.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper366.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper367.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper368.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper369.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper37.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper370.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper371.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper372.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper373.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper374.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper375.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper376.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper377.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper378.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper379.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper38.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper380.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper381.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper382.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper383.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper384.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper385.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper386.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper387.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper388.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper389.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper39.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper390.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper391.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper392.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper393.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper394.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper395.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper396.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper397.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper398.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper399.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper4.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper40.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper400.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper401.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper402.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper403.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper404.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper405.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper406.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper407.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper408.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper409.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper41.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper410.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper411.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper412.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper413.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper414.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper415.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper416.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper417.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper418.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper419.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper42.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper420.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper421.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper422.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper423.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper424.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper425.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper426.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper427.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper428.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper429.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper43.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper430.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper431.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper432.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper433.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper434.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper435.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper436.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper437.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper438.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper439.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper44.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper440.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper441.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper442.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper443.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper444.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper445.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper446.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper447.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper448.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper449.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper45.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper450.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper451.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper452.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper453.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper454.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper455.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper456.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper457.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper458.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper459.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper46.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper460.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper461.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper462.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper463.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper464.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper465.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper466.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper467.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper468.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper469.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper47.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper470.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper471.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper472.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper473.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper474.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper475.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper476.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper477.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper478.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper479.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper48.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper480.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper481.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper482.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper483.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper484.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper485.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper486.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper487.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper488.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper489.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper49.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper490.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper491.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper492.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper493.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper494.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper495.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper496.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper497.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper498.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper499.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper5.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper50.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper500.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper501.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper502.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper503.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper504.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper505.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper506.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper507.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper508.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper509.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper51.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper510.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper511.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper512.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper513.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper514.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper515.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper516.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper517.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper518.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper519.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper52.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper520.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper521.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper522.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper523.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper524.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper525.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper526.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper527.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper528.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper529.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper53.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper530.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper531.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper532.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper533.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper534.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper535.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper536.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper537.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper538.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper539.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper54.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper540.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper541.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper542.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper543.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper544.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper545.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper546.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper547.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper548.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper549.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper55.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper550.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper551.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper552.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper553.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper554.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper555.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper556.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper557.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper558.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper559.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper56.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper560.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper561.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper562.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper563.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper564.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper565.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper566.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper567.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper568.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper569.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper57.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper570.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper571.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper572.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper573.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper574.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper575.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper576.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper577.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper578.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper579.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper58.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper580.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper581.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper582.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper583.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper584.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper585.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper586.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper587.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper588.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper589.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper59.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper590.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper591.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper592.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper593.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper594.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper6.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper60.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper61.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper62.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper63.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper64.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper65.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper66.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper67.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper68.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper69.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper7.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper70.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper71.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper72.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper73.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper74.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper75.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper76.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper77.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper78.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper79.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper8.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper80.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper81.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper82.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper83.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper84.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper85.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper86.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper87.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper88.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper89.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper9.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper90.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper91.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper92.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper93.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper94.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper95.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper96.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper97.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper98.jpg,paper&cardboard
dataset-resized\paper&cardboard\paper99.jpg,paper&cardboard
dataset-resized\plastic\plastic1.jpg,plastic
dataset-resized\plastic\plastic10.jpg,plastic
dataset-resized\plastic\plastic100.jpg,plastic
dataset-resized\plastic\plastic101.jpg,plastic
dataset-resized\plastic\plastic102.jpg,plastic
dataset-resized\plastic\plastic103.jpg,plastic
dataset-resized\plastic\plastic104.jpg,plastic
dataset-resized\plastic\plastic105.jpg,plastic
dataset-resized\plastic\plastic106.jpg,plastic
dataset-resized\plastic\plastic107.jpg,plastic
dataset-resized\plastic\plastic108.jpg,plastic
dataset-resized\plastic\plastic109.jpg,plastic
dataset-resized\plastic\plastic11.jpg,plastic
dataset-resized\plastic\plastic110.jpg,plastic
dataset-resized\plastic\plastic111.jpg,plastic
dataset-resized\plastic\plastic112.jpg,plastic
dataset-resized\plastic\plastic113.jpg,plastic
dataset-resized\plastic\plastic114.jpg,plastic
dataset-resized\plastic\plastic115.jpg,plastic
dataset-resized\plastic\plastic116.jpg,plastic
dataset-resized\plastic\plastic117.jpg,plastic
dataset-resized\plastic\plastic118.jpg,plastic
dataset-resized\plastic\plastic119.jpg,plastic
dataset-resized\plastic\plastic12.jpg,plastic
dataset-resized\plastic\plastic120.jpg,plastic
dataset-resized\plastic\plastic121.jpg,plastic
dataset-resized\plastic\plastic122.jpg,plastic
dataset-resized\plastic\plastic123.jpg,plastic
dataset-resized\plastic\plastic124.jpg,plastic
dataset-resized\plastic\plastic125.jpg,plastic
dataset-resized\plastic\plastic126.jpg,plastic
dataset-resized\plastic\plastic127.jpg,plastic
dataset-resized\plastic\plastic128.jpg,plastic
dataset-resized\plastic\plastic129.jpg,plastic
dataset-resized\plastic\plastic13.jpg,plastic
dataset-resized\plastic\plastic130.jpg,plastic
dataset-resized\plastic\plastic131.jpg,plastic
dataset-resized\plastic\plastic132.jpg,plastic
dataset-resized\plastic\plastic133.jpg,plastic
dataset-resized\plastic\plastic134.jpg,plastic
dataset-resized\plastic\plastic135.jpg,plastic
dataset-resized\plastic\plastic136.jpg,plastic
dataset-resized\plastic\plastic137.jpg,plastic
dataset-resized\plastic\plastic138.jpg,plastic
dataset-resized\plastic\plastic139.jpg,plastic
dataset-resized\plastic\plastic14.jpg,plastic
dataset-resized\plastic\plastic140.jpg,plastic
dataset-resized\plastic\plastic141.jpg,plastic
dataset-resized\plastic\plastic142.jpg,plastic
dataset-resized\plastic\plastic143.jpg,plastic
dataset-resized\plastic\plastic144.jpg,plastic
dataset-resized\plastic\plastic145.jpg,plastic
dataset-resized\plastic\plastic146.jpg,plastic
dataset-resized\plastic\plastic147.jpg,plastic
dataset-resized\plastic\plastic148.jpg,plastic
dataset-resized\plastic\plastic149.jpg,plastic
dataset-resized\plastic\plastic15.jpg,plastic
dataset-resized\plastic\plastic150.jpg,plastic
dataset-resized\plastic\plastic151.jpg,plastic
dataset-resized\plastic\plastic152.jpg,plastic
dataset-resized\plastic\plastic153.jpg,plastic
dataset-resized\plastic\plastic154.jpg,plastic
dataset-resized\plastic\plastic155.jpg,plastic
dataset-resized\plastic\plastic156.jpg,plastic
dataset-resized\plastic\plastic157.jpg,plastic
dataset-resized\plastic\plastic158.jpg,plastic
dataset-resized\plastic\plastic159.jpg,plastic
dataset-resized\plastic\plastic16.jpg,plastic
dataset-resized\plastic\plastic160.jpg,plastic
dataset-resized\plastic\plastic161.jpg,plastic
dataset-resized\plastic\plastic162.jpg,plastic
dataset-resized\plastic\plastic163.jpg,plastic
dataset-resized\plastic\plastic164.jpg,plastic
dataset-resized\plastic\plastic165.jpg,plastic
dataset-resized\plastic\plastic166.jpg,plastic
dataset-resized\plastic\plastic167.jpg,plastic
dataset-resized\plastic\plastic168.jpg,plastic
dataset-resized\plastic\plastic169.jpg,plastic
dataset-resized\plastic\plastic17.jpg,plastic
dataset-resized\plastic\plastic170.jpg,plastic
dataset-resized\plastic\plastic171.jpg,plastic
dataset-resized\plastic\plastic172.jpg,plastic
dataset-resized\plastic\plastic173.jpg,plastic
dataset-resized\plastic\plastic174.jpg,plastic
dataset-resized\plastic\plastic175.jpg,plastic
dataset-resized\plastic\plastic176.jpg,plastic
dataset-resized\plastic\plastic177.jpg,plastic
dataset-resized\plastic\plastic178.jpg,plastic
dataset-resized\plastic\plastic179.jpg,plastic
dataset-resized\plastic\plastic18.jpg,plastic
dataset-resized\plastic\plastic180.jpg,plastic
dataset-resized\plastic\plastic181.jpg,plastic
dataset-resized\plastic\plastic182.jpg,plastic
dataset-resized\plastic\plastic183.jpg,plastic
dataset-resized\plastic\plastic184.jpg,plastic
dataset-resized\plastic\plastic185.jpg,plastic
dataset-resized\plastic\plastic186.jpg,plastic
dataset-resized\plastic\plastic187.jpg,plastic
dataset-resized\plastic\plastic188.jpg,plastic
dataset-resized\plastic\plastic189.jpg,plastic
dataset-resized\plastic\plastic19.jpg,plastic
dataset-resized\plastic\plastic190.jpg,plastic
dataset-resized\plastic\plastic191.jpg,plastic
dataset-resized\plastic\plastic192.jpg,plastic
dataset-resized\plastic\plastic193.jpg,plastic
dataset-resized\plastic\plastic194.jpg,plastic
dataset-resized\plastic\plastic195.jpg,plastic
dataset-resized\plastic\plastic196.jpg,plastic
dataset-resized\plastic\plastic197.jpg,plastic
dataset-resized\plastic\plastic198.jpg,plastic
dataset-resized\plastic\plastic199.jpg,plastic
dataset-resized\plastic\plastic2.jpg,plastic
dataset-resized\plastic\plastic20.jpg,plastic
dataset-resized\plastic\plastic200.jpg,plastic
dataset-resized\plastic\plastic201.jpg,plastic
dataset-resized\plastic\plastic202.jpg,plastic
dataset-resized\plastic\plastic203.jpg,plastic
dataset-resized\plastic\plastic204.jpg,plastic
dataset-resized\plastic\plastic205.jpg,plastic
dataset-resized\plastic\plastic206.jpg,plastic
dataset-resized\plastic\plastic207.jpg,plastic
dataset-resized\plastic\plastic208.jpg,plastic
dataset-resized\plastic\plastic209.jpg,plastic
dataset-resized\plastic\plastic21.jpg,plastic
dataset-resized\plastic\plastic210.jpg,plastic
dataset-resized\plastic\plastic211.jpg,plastic
dataset-resized\plastic\plastic212.jpg,plastic
dataset-resized\plastic\plastic213.jpg,plastic
dataset-resized\plastic\plastic214.jpg,plastic
dataset-resized\plastic\plastic215.jpg,plastic
dataset-resized\plastic\plastic216.jpg,plastic
dataset-resized\plastic\plastic217.jpg,plastic
dataset-resized\plastic\plastic218.jpg,plastic
dataset-resized\plastic\plastic219.jpg,plastic
dataset-resized\plastic\plastic22.jpg,plastic
dataset-resized\plastic\plastic220.jpg,plastic
dataset-resized\plastic\plastic221.jpg,plastic
dataset-resized\plastic\plastic222.jpg,plastic
dataset-resized\plastic\plastic223.jpg,plastic
dataset-resized\plastic\plastic224.jpg,plastic
dataset-resized\plastic\plastic225.jpg,plastic
dataset-resized\plastic\plastic226.jpg,plastic
dataset-resized\plastic\plastic227.jpg,plastic
dataset-resized\plastic\plastic228.jpg,plastic
dataset-resized\plastic\plastic229.jpg,plastic
